YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION for ELECTRICITY
1997,AK,"Combined Heat and Power, Commercial Power",Coal,205374
1997,AK,"Combined Heat and Power, Commercial Power",Petroleum,66013
1997,AK,"Combined Heat and Power, Industrial Power",Petroleum,200748
1997,AK,"Combined Heat and Power, Industrial Power",Natural Gas,9455251
1997,AL,Total Electric Power Industry,Coal,31133117
1997,AL,Total Electric Power Industry,Petroleum,499656
1997,AL,Total Electric Power Industry,Natural Gas,27149688
1997,AL,Total Electric Power Industry,Other Gases (Billion BTU),3798
1997,AL,"Electric Generators, Electric Utilities",Coal,30840737
1997,AL,"Electric Generators, Electric Utilities",Petroleum,229694
1997,AL,"Electric Generators, Electric Utilities",Natural Gas,9996853
1997,AL,"Electric Generators, Independent Power Producers",Natural Gas,138000
1997,AL,"Combined Heat and Power, Electric Power",Coal,27992
1997,AL,"Combined Heat and Power, Electric Power",Petroleum,277
1997,AL,"Combined Heat and Power, Electric Power",Natural Gas,563154
1997,AL,"Combined Heat and Power, Industrial Power",Coal,264388
1997,AL,"Combined Heat and Power, Industrial Power",Petroleum,269685
1997,AL,"Combined Heat and Power, Industrial Power",Natural Gas,16451681
1997,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),3798
1997,AR,Total Electric Power Industry,Coal,13797187
1997,AR,Total Electric Power Industry,Petroleum,138148
1997,AR,Total Electric Power Industry,Natural Gas,33159501
1997,AR,Total Electric Power Industry,Other Gases (Billion BTU),3
1997,AR,"Electric Generators, Electric Utilities",Coal,13771687
1997,AR,"Electric Generators, Electric Utilities",Petroleum,127295
1997,AR,"Electric Generators, Electric Utilities",Natural Gas,24805285
1997,AR,"Combined Heat and Power, Commercial Power",Petroleum,4750
1997,AR,"Combined Heat and Power, Commercial Power",Natural Gas,206798
1997,AR,"Combined Heat and Power, Industrial Power",Coal,25500
1997,AR,"Combined Heat and Power, Industrial Power",Petroleum,6103
1997,AR,"Combined Heat and Power, Industrial Power",Natural Gas,8147418
1997,AR,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),3
1997,AZ,Total Electric Power Industry,Coal,17711158
1997,AZ,Total Electric Power Industry,Petroleum,123095
1997,AZ,Total Electric Power Industry,Natural Gas,26951764
1997,AZ,"Electric Generators, Electric Utilities",Coal,17503573
1997,AZ,"Electric Generators, Electric Utilities",Petroleum,110490
1997,AZ,"Electric Generators, Electric Utilities",Natural Gas,23385296
1997,AZ,"Combined Heat and Power, Electric Power",Natural Gas,3057000
1997,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1462
1997,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,215250
1997,AZ,"Combined Heat and Power, Industrial Power",Coal,207585
1997,AZ,"Combined Heat and Power, Industrial Power",Petroleum,11143
1997,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,294218
1997,CA,Total Electric Power Industry,Coal,1030293
1997,CA,Total Electric Power Industry,Petroleum,5233321
1997,CA,Total Electric Power Industry,Natural Gas,639087700
1997,CA,Total Electric Power Industry,Other Gases (Billion BTU),21158
1997,CA,"Electric Generators, Electric Utilities",Petroleum,317228
1997,CA,"Electric Generators, Electric Utilities",Natural Gas,377947027
1997,CA,"Electric Generators, Independent Power Producers",Petroleum,1391490
1997,CA,"Electric Generators, Independent Power Producers",Natural Gas,6347300
1997,CA,"Combined Heat and Power, Electric Power",Coal,767266
1997,CA,"Combined Heat and Power, Electric Power",Petroleum,1212922
1997,CA,"Combined Heat and Power, Electric Power",Natural Gas,152945922
1997,CA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),773
1997,CA,"Combined Heat and Power, Commercial Power",Petroleum,61674
1997,CA,"Combined Heat and Power, Commercial Power",Natural Gas,13478627
1997,CA,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
1997,CA,"Combined Heat and Power, Industrial Power",Coal,263027
1997,CA,"Combined Heat and Power, Industrial Power",Petroleum,2250007
1997,CA,"Combined Heat and Power, Industrial Power",Natural Gas,88368824
1997,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),20385
1997,CO,Total Electric Power Industry,Coal,17214529
1997,CO,Total Electric Power Industry,Petroleum,39453
1997,CO,Total Electric Power Industry,Natural Gas,26698355
1997,CO,"Electric Generators, Electric Utilities",Coal,17115894
1997,CO,"Electric Generators, Electric Utilities",Petroleum,38045
1997,CO,"Electric Generators, Electric Utilities",Natural Gas,5536221
1997,CO,"Electric Generators, Independent Power Producers",Natural Gas,1818000
1997,CO,"Combined Heat and Power, Electric Power",Coal,98635
1997,CO,"Combined Heat and Power, Electric Power",Petroleum,571
1997,CO,"Combined Heat and Power, Electric Power",Natural Gas,17225323
1997,CO,"Combined Heat and Power, Commercial Power",Petroleum,731
1997,CO,"Combined Heat and Power, Commercial Power",Natural Gas,1190848
1997,CO,"Combined Heat and Power, Industrial Power",Petroleum,106
1997,CO,"Combined Heat and Power, Industrial Power",Natural Gas,927963
1997,CT,Total Electric Power Industry,Coal,1725027
1997,CT,Total Electric Power Industry,Petroleum,14198430
1997,CT,Total Electric Power Industry,Natural Gas,25795861
1997,CT,Total Electric Power Industry,Other Gases (Billion BTU),1
1997,CT,"Electric Generators, Electric Utilities",Coal,1057797
1997,CT,"Electric Generators, Electric Utilities",Petroleum,14043131
1997,CT,"Electric Generators, Electric Utilities",Natural Gas,16761286
1997,CT,"Electric Generators, Independent Power Producers",Petroleum,11070
1997,CT,"Electric Generators, Independent Power Producers",Natural Gas,27290
1997,CT,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),1
1997,CT,"Combined Heat and Power, Electric Power",Coal,655030
1997,CT,"Combined Heat and Power, Electric Power",Petroleum,13537
1997,CT,"Combined Heat and Power, Electric Power",Natural Gas,5941811
1997,CT,"Combined Heat and Power, Commercial Power",Coal,12200
1997,CT,"Combined Heat and Power, Commercial Power",Petroleum,287
1997,CT,"Combined Heat and Power, Commercial Power",Natural Gas,183591
1997,CT,"Combined Heat and Power, Industrial Power",Petroleum,130405
1997,CT,"Combined Heat and Power, Industrial Power",Natural Gas,2881883
1997,DC,Total Electric Power Industry,Petroleum,196576
1997,DC,"Electric Generators, Electric Utilities",Petroleum,196576
1997,DE,Total Electric Power Industry,Coal,1712033
1997,DE,Total Electric Power Industry,Petroleum,2160538
1997,DE,Total Electric Power Industry,Natural Gas,16147880
1997,DE,Total Electric Power Industry,Other Gases (Billion BTU),1988
1997,DE,"Electric Generators, Electric Utilities",Coal,1685497
1997,DE,"Electric Generators, Electric Utilities",Petroleum,1434843
1997,DE,"Electric Generators, Electric Utilities",Natural Gas,16091842
1997,DE,"Combined Heat and Power, Industrial Power",Coal,26536
1997,DE,"Combined Heat and Power, Industrial Power",Petroleum,725695
1997,DE,"Combined Heat and Power, Industrial Power",Natural Gas,56038
1997,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1988
1997,FL,Total Electric Power Industry,Coal,29372075
1997,FL,Total Electric Power Industry,Petroleum,43233271
1997,FL,Total Electric Power Industry,Natural Gas,351589647
1997,FL,Total Electric Power Industry,Other Gases (Billion BTU),805
1997,FL,"Electric Generators, Electric Utilities",Coal,27372228
1997,FL,"Electric Generators, Electric Utilities",Petroleum,42492531
1997,FL,"Electric Generators, Electric Utilities",Natural Gas,296900367
1997,FL,"Electric Generators, Independent Power Producers",Petroleum,15960
1997,FL,"Electric Generators, Independent Power Producers",Natural Gas,4522600
1997,FL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),621
1997,FL,"Combined Heat and Power, Electric Power",Coal,1834931
1997,FL,"Combined Heat and Power, Electric Power",Petroleum,40278
1997,FL,"Combined Heat and Power, Electric Power",Natural Gas,35652382
1997,FL,"Combined Heat and Power, Commercial Power",Petroleum,559
1997,FL,"Combined Heat and Power, Commercial Power",Natural Gas,676397
1997,FL,"Combined Heat and Power, Industrial Power",Coal,164916
1997,FL,"Combined Heat and Power, Industrial Power",Petroleum,683943
1997,FL,"Combined Heat and Power, Industrial Power",Natural Gas,13837901
1997,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),184
1997,GA,Total Electric Power Industry,Coal,31090584
1997,GA,Total Electric Power Industry,Petroleum,1929384
1997,GA,Total Electric Power Industry,Natural Gas,20136348
1997,GA,"Electric Generators, Electric Utilities",Coal,30631027
1997,GA,"Electric Generators, Electric Utilities",Petroleum,451243
1997,GA,"Electric Generators, Electric Utilities",Natural Gas,7342637
1997,GA,"Electric Generators, Independent Power Producers",Petroleum,3120
1997,GA,"Electric Generators, Independent Power Producers",Natural Gas,2120000
1997,GA,"Combined Heat and Power, Electric Power",Coal,83200
1997,GA,"Combined Heat and Power, Electric Power",Petroleum,71166
1997,GA,"Combined Heat and Power, Electric Power",Natural Gas,7267343
1997,GA,"Combined Heat and Power, Commercial Power",Petroleum,11600
1997,GA,"Combined Heat and Power, Industrial Power",Coal,376357
1997,GA,"Combined Heat and Power, Industrial Power",Petroleum,1392255
1997,GA,"Combined Heat and Power, Industrial Power",Natural Gas,3406368
1997,HI,Total Electric Power Industry,Coal,754453
1997,HI,Total Electric Power Industry,Petroleum,13226872
1997,HI,Total Electric Power Industry,Other Gases (Billion BTU),622
1997,HI,"Electric Generators, Electric Utilities",Petroleum,10792923
1997,HI,"Electric Generators, Independent Power Producers",Petroleum,5500
1997,HI,"Combined Heat and Power, Electric Power",Coal,715449
1997,HI,"Combined Heat and Power, Electric Power",Petroleum,2167435
1997,HI,"Combined Heat and Power, Industrial Power",Coal,39004
1997,HI,"Combined Heat and Power, Industrial Power",Petroleum,261014
1997,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),622
1997,IA,Total Electric Power Industry,Coal,18855791
1997,IA,Total Electric Power Industry,Petroleum,227344
1997,IA,Total Electric Power Industry,Natural Gas,7571286
1997,IA,"Electric Generators, Electric Utilities",Coal,18194491
1997,IA,"Electric Generators, Electric Utilities",Petroleum,211343
1997,IA,"Electric Generators, Electric Utilities",Natural Gas,4123716
1997,IA,"Electric Generators, Independent Power Producers",Petroleum,7540
1997,IA,"Combined Heat and Power, Electric Power",Coal,72323
1997,IA,"Combined Heat and Power, Commercial Power",Coal,46181
1997,IA,"Combined Heat and Power, Commercial Power",Petroleum,7910
1997,IA,"Combined Heat and Power, Commercial Power",Natural Gas,149521
1997,IA,"Combined Heat and Power, Industrial Power",Coal,542796
1997,IA,"Combined Heat and Power, Industrial Power",Petroleum,551
1997,IA,"Combined Heat and Power, Industrial Power",Natural Gas,3298049
1997,ID,Total Electric Power Industry,Coal,23848
1997,ID,Total Electric Power Industry,Petroleum,19469
1997,ID,Total Electric Power Industry,Natural Gas,3083945
1997,ID,"Electric Generators, Electric Utilities",Petroleum,191
1997,ID,"Electric Generators, Electric Utilities",Natural Gas,0
1997,ID,"Combined Heat and Power, Electric Power",Natural Gas,1377403
1997,ID,"Combined Heat and Power, Industrial Power",Coal,23848
1997,ID,"Combined Heat and Power, Industrial Power",Petroleum,19278
1997,ID,"Combined Heat and Power, Industrial Power",Natural Gas,1706542
1997,IL,Total Electric Power Industry,Coal,42017083
1997,IL,Total Electric Power Industry,Petroleum,1187047
1997,IL,Total Electric Power Industry,Natural Gas,52291016
1997,IL,Total Electric Power Industry,Other Gases (Billion BTU),2553
1997,IL,"Electric Generators, Electric Utilities",Coal,41017320
1997,IL,"Electric Generators, Electric Utilities",Petroleum,1147136
1997,IL,"Electric Generators, Electric Utilities",Natural Gas,44606520
1997,IL,"Electric Generators, Independent Power Producers",Natural Gas,0
1997,IL,"Combined Heat and Power, Electric Power",Natural Gas,72308
1997,IL,"Combined Heat and Power, Commercial Power",Coal,21239
1997,IL,"Combined Heat and Power, Commercial Power",Petroleum,2502
1997,IL,"Combined Heat and Power, Commercial Power",Natural Gas,1895099
1997,IL,"Combined Heat and Power, Industrial Power",Coal,978524
1997,IL,"Combined Heat and Power, Industrial Power",Petroleum,37409
1997,IL,"Combined Heat and Power, Industrial Power",Natural Gas,5717089
1997,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),2553
1997,IN,Total Electric Power Industry,Coal,55448936
1997,IN,Total Electric Power Industry,Petroleum,1505260
1997,IN,Total Electric Power Industry,Natural Gas,13866717
1997,IN,Total Electric Power Industry,Other Gases (Billion BTU),21759
1997,IN,"Electric Generators, Electric Utilities",Coal,54844731
1997,IN,"Electric Generators, Electric Utilities",Petroleum,1230368
1997,IN,"Electric Generators, Electric Utilities",Natural Gas,4660905
1997,IN,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
1997,IN,"Combined Heat and Power, Commercial Power",Coal,86885
1997,IN,"Combined Heat and Power, Commercial Power",Petroleum,2393
1997,IN,"Combined Heat and Power, Commercial Power",Natural Gas,96359
1997,IN,"Combined Heat and Power, Industrial Power",Coal,517320
1997,IN,"Combined Heat and Power, Industrial Power",Petroleum,272499
1997,IN,"Combined Heat and Power, Industrial Power",Natural Gas,9109453
1997,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),21759
1997,KS,Total Electric Power Industry,Coal,17533732
1997,KS,Total Electric Power Industry,Petroleum,255142
1997,KS,Total Electric Power Industry,Natural Gas,26562084
1997,KS,"Electric Generators, Electric Utilities",Coal,17533732
1997,KS,"Electric Generators, Electric Utilities",Petroleum,252439
1997,KS,"Electric Generators, Electric Utilities",Natural Gas,25822181
1997,KS,"Combined Heat and Power, Commercial Power",Petroleum,1192
1997,KS,"Combined Heat and Power, Commercial Power",Natural Gas,26574
1997,KS,"Combined Heat and Power, Industrial Power",Petroleum,1511
1997,KS,"Combined Heat and Power, Industrial Power",Natural Gas,713329
1997,KY,Total Electric Power Industry,Coal,38280801
1997,KY,Total Electric Power Industry,Petroleum,265711
1997,KY,Total Electric Power Industry,Natural Gas,2193856
1997,KY,"Electric Generators, Electric Utilities",Coal,38280801
1997,KY,"Electric Generators, Electric Utilities",Petroleum,265711
1997,KY,"Electric Generators, Electric Utilities",Natural Gas,2193856
1997,LA,Total Electric Power Industry,Coal,13826938
1997,LA,Total Electric Power Industry,Petroleum,4307331
1997,LA,Total Electric Power Industry,Natural Gas,411317927
1997,LA,Total Electric Power Industry,Other Gases (Billion BTU),8576
1997,LA,"Electric Generators, Electric Utilities",Coal,13807146
1997,LA,"Electric Generators, Electric Utilities",Petroleum,1110664
1997,LA,"Electric Generators, Electric Utilities",Natural Gas,277437927
1997,LA,"Electric Generators, Independent Power Producers",Petroleum,50000
1997,LA,"Electric Generators, Independent Power Producers",Natural Gas,1820200
1997,LA,"Combined Heat and Power, Electric Power",Petroleum,3061845
1997,LA,"Combined Heat and Power, Commercial Power",Natural Gas,283883
1997,LA,"Combined Heat and Power, Industrial Power",Coal,19792
1997,LA,"Combined Heat and Power, Industrial Power",Petroleum,84822
1997,LA,"Combined Heat and Power, Industrial Power",Natural Gas,131775917
1997,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),8576
1997,MA,Total Electric Power Industry,Coal,4837097
1997,MA,Total Electric Power Industry,Petroleum,17879163
1997,MA,Total Electric Power Industry,Natural Gas,119903866
1997,MA,"Electric Generators, Electric Utilities",Coal,4825862
1997,MA,"Electric Generators, Electric Utilities",Petroleum,17435681
1997,MA,"Electric Generators, Electric Utilities",Natural Gas,51489606
1997,MA,"Electric Generators, Independent Power Producers",Petroleum,54130
1997,MA,"Electric Generators, Independent Power Producers",Natural Gas,10620180
1997,MA,"Combined Heat and Power, Electric Power",Petroleum,13019
1997,MA,"Combined Heat and Power, Electric Power",Natural Gas,52788167
1997,MA,"Combined Heat and Power, Commercial Power",Petroleum,133528
1997,MA,"Combined Heat and Power, Commercial Power",Natural Gas,2201134
1997,MA,"Combined Heat and Power, Industrial Power",Coal,11235
1997,MA,"Combined Heat and Power, Industrial Power",Petroleum,242805
1997,MA,"Combined Heat and Power, Industrial Power",Natural Gas,2804779
1997,MD,Total Electric Power Industry,Coal,10504158
1997,MD,Total Electric Power Industry,Petroleum,3165236
1997,MD,Total Electric Power Industry,Natural Gas,15475571
1997,MD,Total Electric Power Industry,Other Gases (Billion BTU),6228
1997,MD,"Electric Generators, Electric Utilities",Coal,10416812
1997,MD,"Electric Generators, Electric Utilities",Petroleum,3017605
1997,MD,"Electric Generators, Electric Utilities",Natural Gas,11007173
1997,MD,"Electric Generators, Independent Power Producers",Natural Gas,15550
1997,MD,"Combined Heat and Power, Electric Power",Petroleum,117976
1997,MD,"Combined Heat and Power, Electric Power",Natural Gas,3693362
1997,MD,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),6228
1997,MD,"Combined Heat and Power, Commercial Power",Petroleum,1026
1997,MD,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
1997,MD,"Combined Heat and Power, Industrial Power",Coal,87346
1997,MD,"Combined Heat and Power, Industrial Power",Petroleum,28629
1997,MD,"Combined Heat and Power, Industrial Power",Natural Gas,759486
1997,ME,Total Electric Power Industry,Coal,273450
1997,ME,Total Electric Power Industry,Petroleum,4363496
1997,ME,Total Electric Power Industry,Natural Gas,44358
1997,ME,Total Electric Power Industry,Other Gases (Billion BTU),55
1997,ME,"Electric Generators, Electric Utilities",Petroleum,2516505
1997,ME,"Electric Generators, Independent Power Producers",Petroleum,3350
1997,ME,"Electric Generators, Independent Power Producers",Natural Gas,43020
1997,ME,"Combined Heat and Power, Electric Power",Coal,150839
1997,ME,"Combined Heat and Power, Electric Power",Petroleum,241531
1997,ME,"Combined Heat and Power, Commercial Power",Petroleum,8000
1997,ME,"Combined Heat and Power, Commercial Power",Natural Gas,85
1997,ME,"Combined Heat and Power, Industrial Power",Coal,122611
1997,ME,"Combined Heat and Power, Industrial Power",Petroleum,1594110
1997,ME,"Combined Heat and Power, Industrial Power",Natural Gas,1253
1997,ME,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),55
1997,MI,Total Electric Power Industry,Coal,32851941
1997,MI,Total Electric Power Industry,Petroleum,1592748
1997,MI,Total Electric Power Industry,Natural Gas,139809198
1997,MI,Total Electric Power Industry,Other Gases (Billion BTU),11
1997,MI,"Electric Generators, Electric Utilities",Coal,31928206
1997,MI,"Electric Generators, Electric Utilities",Petroleum,1338980
1997,MI,"Electric Generators, Electric Utilities",Natural Gas,33286253
1997,MI,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
1997,MI,"Electric Generators, Independent Power Producers",Natural Gas,250600
1997,MI,"Combined Heat and Power, Electric Power",Coal,210102
1997,MI,"Combined Heat and Power, Electric Power",Petroleum,2973
1997,MI,"Combined Heat and Power, Electric Power",Natural Gas,97657785
1997,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),3
1997,MI,"Combined Heat and Power, Commercial Power",Coal,107030
1997,MI,"Combined Heat and Power, Commercial Power",Petroleum,16012
1997,MI,"Combined Heat and Power, Commercial Power",Natural Gas,337691
1997,MI,"Combined Heat and Power, Industrial Power",Coal,606603
1997,MI,"Combined Heat and Power, Industrial Power",Petroleum,234783
1997,MI,"Combined Heat and Power, Industrial Power",Natural Gas,8276869
1997,MI,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),8
1997,MN,Total Electric Power Industry,Coal,18436193
1997,MN,Total Electric Power Industry,Petroleum,1538363
1997,MN,Total Electric Power Industry,Natural Gas,9132434
1997,MN,"Electric Generators, Electric Utilities",Coal,17490238
1997,MN,"Electric Generators, Electric Utilities",Petroleum,1426803
1997,MN,"Electric Generators, Electric Utilities",Natural Gas,6098388
1997,MN,"Electric Generators, Independent Power Producers",Petroleum,470
1997,MN,"Combined Heat and Power, Electric Power",Petroleum,64516
1997,MN,"Combined Heat and Power, Electric Power",Natural Gas,16710
1997,MN,"Combined Heat and Power, Commercial Power",Petroleum,2741
1997,MN,"Combined Heat and Power, Commercial Power",Natural Gas,1226613
1997,MN,"Combined Heat and Power, Industrial Power",Coal,945955
1997,MN,"Combined Heat and Power, Industrial Power",Petroleum,43833
1997,MN,"Combined Heat and Power, Industrial Power",Natural Gas,1790723
1997,MO,Total Electric Power Industry,Coal,35327725
1997,MO,Total Electric Power Industry,Petroleum,321961
1997,MO,Total Electric Power Industry,Natural Gas,7782767
1997,MO,"Electric Generators, Electric Utilities",Coal,35193402
1997,MO,"Electric Generators, Electric Utilities",Petroleum,299600
1997,MO,"Electric Generators, Electric Utilities",Natural Gas,7465220
1997,MO,"Combined Heat and Power, Commercial Power",Coal,69647
1997,MO,"Combined Heat and Power, Commercial Power",Petroleum,20699
1997,MO,"Combined Heat and Power, Commercial Power",Natural Gas,58856
1997,MO,"Combined Heat and Power, Industrial Power",Coal,64676
1997,MO,"Combined Heat and Power, Industrial Power",Petroleum,1662
1997,MO,"Combined Heat and Power, Industrial Power",Natural Gas,258691
1997,MS,Total Electric Power Industry,Coal,6056110
1997,MS,Total Electric Power Industry,Petroleum,4108456
1997,MS,Total Electric Power Industry,Natural Gas,83070432
1997,MS,"Electric Generators, Electric Utilities",Coal,6034698
1997,MS,"Electric Generators, Electric Utilities",Petroleum,4085782
1997,MS,"Electric Generators, Electric Utilities",Natural Gas,73083985
1997,MS,"Electric Generators, Independent Power Producers",Natural Gas,86200
1997,MS,"Combined Heat and Power, Commercial Power",Natural Gas,157747
1997,MS,"Combined Heat and Power, Industrial Power",Coal,21412
1997,MS,"Combined Heat and Power, Industrial Power",Petroleum,22674
1997,MS,"Combined Heat and Power, Industrial Power",Natural Gas,9742500
1997,MT,Total Electric Power Industry,Coal,9464685
1997,MT,Total Electric Power Industry,Petroleum,664073
1997,MT,Total Electric Power Industry,Natural Gas,673040
1997,MT,Total Electric Power Industry,Other Gases (Billion BTU),258
1997,MT,"Electric Generators, Electric Utilities",Coal,9285885
1997,MT,"Electric Generators, Electric Utilities",Petroleum,39145
1997,MT,"Electric Generators, Electric Utilities",Natural Gas,419859
1997,MT,"Electric Generators, Independent Power Producers",Coal,178800
1997,MT,"Electric Generators, Independent Power Producers",Petroleum,1680
1997,MT,"Combined Heat and Power, Electric Power",Petroleum,622090
1997,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),257
1997,MT,"Combined Heat and Power, Industrial Power",Petroleum,1158
1997,MT,"Combined Heat and Power, Industrial Power",Natural Gas,253181
1997,MT,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1
1997,NC,Total Electric Power Industry,Coal,28944572
1997,NC,Total Electric Power Industry,Petroleum,1221995
1997,NC,Total Electric Power Industry,Natural Gas,8167527
1997,NC,"Electric Generators, Electric Utilities",Coal,27206249
1997,NC,"Electric Generators, Electric Utilities",Petroleum,467224
1997,NC,"Electric Generators, Electric Utilities",Natural Gas,4512363
1997,NC,"Electric Generators, Independent Power Producers",Coal,492000
1997,NC,"Electric Generators, Independent Power Producers",Petroleum,6100
1997,NC,"Electric Generators, Independent Power Producers",Natural Gas,613260
1997,NC,"Combined Heat and Power, Electric Power",Coal,626422
1997,NC,"Combined Heat and Power, Electric Power",Petroleum,36165
1997,NC,"Combined Heat and Power, Electric Power",Natural Gas,679930
1997,NC,"Combined Heat and Power, Commercial Power",Coal,27503
1997,NC,"Combined Heat and Power, Commercial Power",Petroleum,990
1997,NC,"Combined Heat and Power, Commercial Power",Natural Gas,2954
1997,NC,"Combined Heat and Power, Industrial Power",Coal,592398
1997,NC,"Combined Heat and Power, Industrial Power",Petroleum,711516
1997,NC,"Combined Heat and Power, Industrial Power",Natural Gas,2359020
1997,ND,Total Electric Power Industry,Coal,22809401
1997,ND,Total Electric Power Industry,Petroleum,171908
1997,ND,Total Electric Power Industry,Natural Gas,5828
1997,ND,Total Electric Power Industry,Other Gases (Billion BTU),578
1997,ND,"Electric Generators, Electric Utilities",Coal,22754441
1997,ND,"Electric Generators, Electric Utilities",Petroleum,153378
1997,ND,"Electric Generators, Electric Utilities",Natural Gas,1413
1997,ND,"Combined Heat and Power, Industrial Power",Coal,54960
1997,ND,"Combined Heat and Power, Industrial Power",Petroleum,18530
1997,ND,"Combined Heat and Power, Industrial Power",Natural Gas,4415
1997,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),578
1997,NE,Total Electric Power Industry,Coal,10816430
1997,NE,Total Electric Power Industry,Petroleum,71505
1997,NE,Total Electric Power Industry,Natural Gas,2727780
1997,NE,"Electric Generators, Electric Utilities",Coal,10795874
1997,NE,"Electric Generators, Electric Utilities",Petroleum,71505
1997,NE,"Electric Generators, Electric Utilities",Natural Gas,2656007
1997,NE,"Combined Heat and Power, Electric Power",Natural Gas,24716
1997,NE,"Combined Heat and Power, Commercial Power",Natural Gas,3724
1997,NE,"Combined Heat and Power, Industrial Power",Coal,20556
1997,NE,"Combined Heat and Power, Industrial Power",Natural Gas,43333
1997,NH,Total Electric Power Industry,Coal,1699171
1997,NH,Total Electric Power Industry,Petroleum,1932920
1997,NH,Total Electric Power Industry,Natural Gas,648583
1997,NH,"Electric Generators, Electric Utilities",Coal,1699171
1997,NH,"Electric Generators, Electric Utilities",Petroleum,1843156
1997,NH,"Electric Generators, Electric Utilities",Natural Gas,563927
1997,NH,"Electric Generators, Independent Power Producers",Petroleum,1000
1997,NH,"Combined Heat and Power, Electric Power",Petroleum,741
1997,NH,"Combined Heat and Power, Commercial Power",Petroleum,34697
1997,NH,"Combined Heat and Power, Industrial Power",Petroleum,53326
1997,NH,"Combined Heat and Power, Industrial Power",Natural Gas,84656
1997,NJ,Total Electric Power Industry,Coal,3685241
1997,NJ,Total Electric Power Industry,Petroleum,1209561
1997,NJ,Total Electric Power Industry,Natural Gas,140416460
1997,NJ,Total Electric Power Industry,Other Gases (Billion BTU),1325
1997,NJ,"Electric Generators, Electric Utilities",Coal,2850671
1997,NJ,"Electric Generators, Electric Utilities",Petroleum,704727
1997,NJ,"Electric Generators, Electric Utilities",Natural Gas,29534106
1997,NJ,"Electric Generators, Independent Power Producers",Petroleum,15960
1997,NJ,"Electric Generators, Independent Power Producers",Natural Gas,7435950
1997,NJ,"Combined Heat and Power, Electric Power",Coal,834570
1997,NJ,"Combined Heat and Power, Electric Power",Petroleum,174705
1997,NJ,"Combined Heat and Power, Electric Power",Natural Gas,84025752
1997,NJ,"Combined Heat and Power, Commercial Power",Petroleum,7778
1997,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,1103187
1997,NJ,"Combined Heat and Power, Industrial Power",Petroleum,306391
1997,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,18317465
1997,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1325
1997,NM,Total Electric Power Industry,Coal,15801931
1997,NM,Total Electric Power Industry,Petroleum,45225
1997,NM,Total Electric Power Industry,Natural Gas,44323230
1997,NM,"Electric Generators, Electric Utilities",Coal,15801931
1997,NM,"Electric Generators, Electric Utilities",Petroleum,41658
1997,NM,"Electric Generators, Electric Utilities",Natural Gas,33374687
1997,NM,"Combined Heat and Power, Electric Power",Natural Gas,6220071
1997,NM,"Combined Heat and Power, Commercial Power",Natural Gas,481211
1997,NM,"Combined Heat and Power, Industrial Power",Petroleum,3567
1997,NM,"Combined Heat and Power, Industrial Power",Natural Gas,4247261
1997,NV,Total Electric Power Industry,Coal,7261086
1997,NV,Total Electric Power Industry,Petroleum,70553
1997,NV,Total Electric Power Industry,Natural Gas,73122924
1997,NV,"Electric Generators, Electric Utilities",Coal,7261086
1997,NV,"Electric Generators, Electric Utilities",Petroleum,68553
1997,NV,"Electric Generators, Electric Utilities",Natural Gas,51777371
1997,NV,"Electric Generators, Independent Power Producers",Petroleum,2000
1997,NV,"Electric Generators, Independent Power Producers",Natural Gas,2991000
1997,NV,"Combined Heat and Power, Electric Power",Natural Gas,18351553
1997,NV,"Combined Heat and Power, Industrial Power",Natural Gas,3000
1997,NY,Total Electric Power Industry,Coal,9713352
